import_importtariff_&_tax_item,import_rate,import_applicable_country,import_note,hs10digit,conventional_fta_conventional_duty,conventional_rate,conventional_fta_code,conventional_applicable_country,export_exporttariff_&_tax_item,export_rate,export_applicable_rate,export_applicable_country,export_importtariff_&_tax_item,export_note
,,,,0713329000,MFN Duty,3.0%,,Most-favored Nation,,,,,,
,,,,0713329000,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0713329000,,,,,Export Duty,0.0%,,China,,
,,,,0713329000,,,,,Interim Export Duty,,or.,China,,
,,,,0713329000,,,,,Export VAT,9.0%,,China,,
,,,,0713329000,,,,,Export VAT Rebate,9.0%,,China,,
,,,,0713329000,,,,,,,,,,
General Duty,0.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0713331000,,,,,,,,,,
MFN Duty,0.0%,Most-favored Nation,,0713331000,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0713331000,,,,,,,,,,
FTA Conventional Duty,00%~0.0%,FTA Conventional Duty Search,,0713331000,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0713331000,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0713331000,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0713331000,,,,,,,,,,
China additional retaliatory tariff on USA,0.0%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",-,0713331000,,,,,,,,,,
,,,,0713331000,Association of Southeast Asian Nations,,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0713331000,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0713331000,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0713331000,Korea,,KR,Free Trade Area Nation with China,,,,,,
,,,,0713331000,Australia,,AU,Free Trade Area Nation with China,,,,,,
,,,,0713331000,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0713331000,Switzerland,,CH,Free Trade Area Nation with China,,,,,,
,,,,0713331000,Iceland,,IS,Free Trade Area Nation with China,,,,,,
,,,,0713331000,Costa Rica,,CR,Free Trade Area Nation with China,,,,,,
,,,,0713331000,Peru,,PE,Free Trade Area Nation with China,,,,,,
,,,,0713331000,Chile,,CL,Free Trade Area Nation with China,,,,,,
,,,,0713331000,Pakistan,,PK,Free Trade Area Nation with China,,,,,,
,,,,0713331000,Georgia,,GE,Free Trade Area Nation with China,,,,,,
,,,,0713331000,Hong Kong,,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0713331000,Macao,,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0713331000,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0713331000,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0713331000,MFN Duty,0.0%,,Most-favored Nation,,,,,,
,,,,0713331000,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0713331000,,,,,Export Duty,0.0%,,China,,
,,,,0713331000,,,,,Interim Export Duty,,or.,China,,
,,,,0713331000,,,,,Export VAT,9.0%,,China,,
,,,,0713331000,,,,,Export VAT Rebate,0.0%,,China,,
,,,,0713331000,,,,,,,,,,
General Duty,20.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0713339000,,,,,,,,,,
MFN Duty,7.5%,Most-favored Nation,,0713339000,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0713339000,,,,,,,,,,
FTA Conventional Duty,00%~7.5%,FTA Conventional Duty Search,,0713339000,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0713339000,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0713339000,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0713339000,,,,,,,,,,
China additional retaliatory tariff on USA,5.0%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",5%（自2020年2月14日13时01分起调整对原产于美国的部分进口商品加征关税由10%调整为5%）,0713339000,,,,,,,,,,
,,,,0713339000,Association of Southeast Asian Nations,0.0%,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0713339000,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0713339000,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0713339000,Korea,0.0%,KR,Free Trade Area Nation with China,,,,,,
,,,,0713339000,Australia,0.0%,AU,Free Trade Area Nation with China,,,,,,
,,,,0713339000,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0713339000,Switzerland,0.0%,CH,Free Trade Area Nation with China,,,,,,
,,,,0713339000,Iceland,0.0%,IS,Free Trade Area Nation with China,,,,,,
,,,,0713339000,Costa Rica,0.0%,CR,Free Trade Area Nation with China,,,,,,
,,,,0713339000,Peru,0.0%,PE,Free Trade Area Nation with China,,,,,,
,,,,0713339000,Chile,0.0%,CL,Free Trade Area Nation with China,,,,,,
,,,,0713339000,Pakistan,4.0%,PK,Free Trade Area Nation with China,,,,,,
,,,,0713339000,Georgia,0.0%,GE,Free Trade Area Nation with China,,,,,,
,,,,0713339000,Hong Kong,0.0%,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0713339000,Macao,0.0%,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0713339000,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0713339000,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0713339000,MFN Duty,7.5%,,Most-favored Nation,,,,,,
,,,,0713339000,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0713339000,,,,,Export Duty,0.0%,,China,,
,,,,0713339000,,,,,Interim Export Duty,,or.,China,,
,,,,0713339000,,,,,Export VAT,9.0%,,China,,
,,,,0713339000,,,,,Export VAT Rebate,0.0%,,China,,
,,,,0713339000,,,,,,,,,,
General Duty,20.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0713340000,,,,,,,,,,
MFN Duty,7.0%,Most-favored Nation,,0713340000,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0713340000,,,,,,,,,,
FTA Conventional Duty,00%~7.0%,FTA Conventional Duty Search,,0713340000,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0713340000,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0713340000,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0713340000,,,,,,,,,,
China additional retaliatory tariff on USA,2.5%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",2.5%（自2020年2月14日13时01分起调整对原产于美国的部分进口商品加征关税由5%调整为2.5%）,0713340000,,,,,,,,,,
,,,,0713340000,Association of Southeast Asian Nations,0.0%,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0713340000,Asia Pacific Trade Agreement Nations,3.5%,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0713340000,India,3.5%,IN,Free Trade Area Nation with China,,,,,,
,,,,0713340000,Korea,0.0%,KR,Free Trade Area Nation with China,,,,,,
,,,,0713340000,Australia,0.0%,AU,Free Trade Area Nation with China,,,,,,
,,,,0713340000,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0713340000,Switzerland,0.0%,CH,Free Trade Area Nation with China,,,,,,
,,,,0713340000,Iceland,0.0%,IS,Free Trade Area Nation with China,,,,,,
,,,,0713340000,Costa Rica,0.0%,CR,Free Trade Area Nation with China,,,,,,
,,,,0713340000,Peru,0.0%,PE,Free Trade Area Nation with China,,,,,,
,,,,0713340000,Chile,0.0%,CL,Free Trade Area Nation with China,,,,,,
,,,,0713340000,Pakistan,0.0%,PK,Free Trade Area Nation with China,,,,,,
,,,,0713340000,Georgia,0.0%,GE,Free Trade Area Nation with China,,,,,,
,,,,0713340000,Hong Kong,0.0%,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0713340000,Macao,0.0%,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0713340000,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0713340000,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0713340000,MFN Duty,7.0%,,Most-favored Nation,,,,,,
,,,,0713340000,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0713340000,,,,,Export Duty,0.0%,,China,,
,,,,0713340000,,,,,Interim Export Duty,,or.,China,,
,,,,0713340000,,,,,Export VAT,9.0%,,China,,
,,,,0713340000,,,,,Export VAT Rebate,9.0%,,China,,
,,,,0713340000,,,,,,,,,,
General Duty,20.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0713350000,,,,,,,,,,
MFN Duty,7.0%,Most-favored Nation,,0713350000,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0713350000,,,,,,,,,,
FTA Conventional Duty,00%~7.0%,FTA Conventional Duty Search,,0713350000,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0713350000,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0713350000,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0713350000,,,,,,,,,,
China additional retaliatory tariff on USA,2.5%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",2.5%（自2020年2月14日13时01分起调整对原产于美国的部分进口商品加征关税由5%调整为2.5%）,0713350000,,,,,,,,,,
,,,,0713350000,Association of Southeast Asian Nations,0.0%,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0713350000,Asia Pacific Trade Agreement Nations,3.5%,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0713350000,India,3.5%,IN,Free Trade Area Nation with China,,,,,,
,,,,0713350000,Korea,0.0%,KR,Free Trade Area Nation with China,,,,,,
,,,,0713350000,Australia,0.0%,AU,Free Trade Area Nation with China,,,,,,
,,,,0713350000,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0713350000,Switzerland,0.0%,CH,Free Trade Area Nation with China,,,,,,
,,,,0713350000,Iceland,0.0%,IS,Free Trade Area Nation with China,,,,,,
,,,,0713350000,Costa Rica,0.0%,CR,Free Trade Area Nation with China,,,,,,
,,,,0713350000,Peru,0.0%,PE,Free Trade Area Nation with China,,,,,,
,,,,0713350000,Chile,0.0%,CL,Free Trade Area Nation with China,,,,,,
,,,,0713350000,Pakistan,0.0%,PK,Free Trade Area Nation with China,,,,,,
,,,,0713350000,Georgia,0.0%,GE,Free Trade Area Nation with China,,,,,,
,,,,0713350000,Hong Kong,0.0%,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0713350000,Macao,0.0%,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0713350000,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0713350000,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0713350000,MFN Duty,7.0%,,Most-favored Nation,,,,,,
,,,,0713350000,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0713350000,,,,,Export Duty,0.0%,,China,,
,,,,0713350000,,,,,Interim Export Duty,,or.,China,,
,,,,0713350000,,,,,Export VAT,9.0%,,China,,
,,,,0713350000,,,,,Export VAT Rebate,9.0%,,China,,
,,,,0713350000,,,,,,,,,,
General Duty,20.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0713390000,,,,,,,,,,
MFN Duty,7.0%,Most-favored Nation,,0713390000,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0713390000,,,,,,,,,,
FTA Conventional Duty,00%~7.0%,FTA Conventional Duty Search,,0713390000,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0713390000,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0713390000,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0713390000,,,,,,,,,,
China additional retaliatory tariff on USA,2.5%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",2.5%（自2020年2月14日13时01分起调整对原产于美国的部分进口商品加征关税由5%调整为2.5%）,0713390000,,,,,,,,,,
,,,,0713390000,Association of Southeast Asian Nations,0.0%,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0713390000,Asia Pacific Trade Agreement Nations,3.5%,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0713390000,India,3.5%,IN,Free Trade Area Nation with China,,,,,,
,,,,0713390000,Korea,0.0%,KR,Free Trade Area Nation with China,,,,,,
,,,,0713390000,Australia,0.0%,AU,Free Trade Area Nation with China,,,,,,
,,,,0713390000,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0713390000,Switzerland,0.0%,CH,Free Trade Area Nation with China,,,,,,
,,,,0713390000,Iceland,0.0%,IS,Free Trade Area Nation with China,,,,,,
,,,,0713390000,Costa Rica,0.0%,CR,Free Trade Area Nation with China,,,,,,
,,,,0713390000,Peru,0.0%,PE,Free Trade Area Nation with China,,,,,,
,,,,0713390000,Chile,0.0%,CL,Free Trade Area Nation with China,,,,,,
,,,,0713390000,Pakistan,0.0%,PK,Free Trade Area Nation with China,,,,,,
,,,,0713390000,Georgia,0.0%,GE,Free Trade Area Nation with China,,,,,,
,,,,0713390000,Hong Kong,0.0%,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0713390000,Macao,0.0%,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0713390000,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0713390000,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0713390000,MFN Duty,7.0%,,Most-favored Nation,,,,,,
,,,,0713390000,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0713390000,,,,,Export Duty,0.0%,,China,,
,,,,0713390000,,,,,Interim Export Duty,,or.,China,,
,,,,0713390000,,,,,Export VAT,9.0%,,China,,
,,,,0713390000,,,,,Export VAT Rebate,0.0%,,China,,
,,,,0713390000,,,,,,,,,,
General Duty,0.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0713401000,,,,,,,,,,
MFN Duty,0.0%,Most-favored Nation,,0713401000,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0713401000,,,,,,,,,,
FTA Conventional Duty,00%~0.0%,FTA Conventional Duty Search,,0713401000,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0713401000,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0713401000,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0713401000,,,,,,,,,,
China additional retaliatory tariff on USA,0.0%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",-,0713401000,,,,,,,,,,
,,,,0713401000,Association of Southeast Asian Nations,,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0713401000,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0713401000,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0713401000,Korea,,KR,Free Trade Area Nation with China,,,,,,
,,,,0713401000,Australia,,AU,Free Trade Area Nation with China,,,,,,
,,,,0713401000,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0713401000,Switzerland,,CH,Free Trade Area Nation with China,,,,,,
,,,,0713401000,Iceland,,IS,Free Trade Area Nation with China,,,,,,
,,,,0713401000,Costa Rica,,CR,Free Trade Area Nation with China,,,,,,
,,,,0713401000,Peru,,PE,Free Trade Area Nation with China,,,,,,
,,,,0713401000,Chile,,CL,Free Trade Area Nation with China,,,,,,
,,,,0713401000,Pakistan,,PK,Free Trade Area Nation with China,,,,,,
,,,,0713401000,Georgia,,GE,Free Trade Area Nation with China,,,,,,
,,,,0713401000,Hong Kong,,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0713401000,Macao,,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0713401000,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0713401000,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0713401000,MFN Duty,0.0%,,Most-favored Nation,,,,,,
,,,,0713401000,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0713401000,,,,,Export Duty,0.0%,,China,,
,,,,0713401000,,,,,Interim Export Duty,,or.,China,,
,,,,0713401000,,,,,Export VAT,9.0%,,China,,
,,,,0713401000,,,,,Export VAT Rebate,0.0%,,China,,
,,,,0713401000,,,,,,,,,,
General Duty,20.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0713409000,,,,,,,,,,
MFN Duty,7.0%,Most-favored Nation,,0713409000,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0713409000,,,,,,,,,,
FTA Conventional Duty,00%~7.0%,FTA Conventional Duty Search,,0713409000,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0713409000,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0713409000,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0713409000,,,,,,,,,,
China additional retaliatory tariff on USA,2.5%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",2.5%（自2020年2月14日13时01分起调整对原产于美国的部分进口商品加征关税由5%调整为2.5%）,0713409000,,,,,,,,,,
,,,,0713409000,Association of Southeast Asian Nations,0.0%,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0713409000,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0713409000,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0713409000,Korea,0.0%,KR,Free Trade Area Nation with China,,,,,,
,,,,0713409000,Australia,0.0%,AU,Free Trade Area Nation with China,,,,,,
,,,,0713409000,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0713409000,Switzerland,0.0%,CH,Free Trade Area Nation with China,,,,,,
,,,,0713409000,Iceland,0.0%,IS,Free Trade Area Nation with China,,,,,,
,,,,0713409000,Costa Rica,0.0%,CR,Free Trade Area Nation with China,,,,,,
,,,,0713409000,Peru,0.0%,PE,Free Trade Area Nation with China,,,,,,
,,,,0713409000,Chile,0.0%,CL,Free Trade Area Nation with China,,,,,,
,,,,0713409000,Pakistan,4.0%,PK,Free Trade Area Nation with China,,,,,,
,,,,0713409000,Georgia,0.0%,GE,Free Trade Area Nation with China,,,,,,
,,,,0713409000,Hong Kong,0.0%,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0713409000,Macao,0.0%,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0713409000,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0713409000,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0713409000,MFN Duty,7.0%,,Most-favored Nation,,,,,,
,,,,0713409000,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0713409000,,,,,Export Duty,0.0%,,China,,
,,,,0713409000,,,,,Interim Export Duty,,or.,China,,
,,,,0713409000,,,,,Export VAT,9.0%,,China,,
,,,,0713409000,,,,,Export VAT Rebate,0.0%,,China,,
,,,,0713409000,,,,,,,,,,
General Duty,0.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0713501000,,,,,,,,,,
MFN Duty,0.0%,Most-favored Nation,,0713501000,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0713501000,,,,,,,,,,
FTA Conventional Duty,00%~0.0%,FTA Conventional Duty Search,,0713501000,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0713501000,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0713501000,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0713501000,,,,,,,,,,
China additional retaliatory tariff on USA,0.0%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",-,0713501000,,,,,,,,,,
,,,,0713501000,Association of Southeast Asian Nations,,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0713501000,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0713501000,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0713501000,Korea,,KR,Free Trade Area Nation with China,,,,,,
,,,,0713501000,Australia,,AU,Free Trade Area Nation with China,,,,,,
,,,,0713501000,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0713501000,Switzerland,,CH,Free Trade Area Nation with China,,,,,,
,,,,0713501000,Iceland,,IS,Free Trade Area Nation with China,,,,,,
,,,,0713501000,Costa Rica,,CR,Free Trade Area Nation with China,,,,,,
,,,,0713501000,Peru,,PE,Free Trade Area Nation with China,,,,,,
,,,,0713501000,Chile,,CL,Free Trade Area Nation with China,,,,,,
,,,,0713501000,Pakistan,,PK,Free Trade Area Nation with China,,,,,,
,,,,0713501000,Georgia,,GE,Free Trade Area Nation with China,,,,,,
,,,,0713501000,Hong Kong,,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0713501000,Macao,,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0713501000,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0713501000,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0713501000,MFN Duty,0.0%,,Most-favored Nation,,,,,,
,,,,0713501000,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0713501000,,,,,Export Duty,0.0%,,China,,
,,,,0713501000,,,,,Interim Export Duty,,or.,China,,
,,,,0713501000,,,,,Export VAT,9.0%,,China,,
,,,,0713501000,,,,,Export VAT Rebate,9.0%,,China,,
,,,,0713501000,,,,,,,,,,
General Duty,20.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0713509000,,,,,,,,,,
MFN Duty,7.0%,Most-favored Nation,,0713509000,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0713509000,,,,,,,,,,
FTA Conventional Duty,00%~7.0%,FTA Conventional Duty Search,,0713509000,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0713509000,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0713509000,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0713509000,,,,,,,,,,
China additional retaliatory tariff on USA,2.5%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",2.5%（自2020年2月14日13时01分起调整对原产于美国的部分进口商品加征关税由5%调整为2.5%）,0713509000,,,,,,,,,,
,,,,0713509000,Association of Southeast Asian Nations,0.0%,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
,,,,0713509000,Asia Pacific Trade Agreement Nations,,AP,"India, Korea, Sri Lanka, Bangladesh, Laos",,,,,,
,,,,0713509000,India,,IN,Free Trade Area Nation with China,,,,,,
,,,,0713509000,Korea,0.0%,KR,Free Trade Area Nation with China,,,,,,
,,,,0713509000,Australia,0.0%,AU,Free Trade Area Nation with China,,,,,,
,,,,0713509000,New Zealand,,NZ,Free Trade Area Nation with China,,,,,,
,,,,0713509000,Switzerland,0.0%,CH,Free Trade Area Nation with China,,,,,,
,,,,0713509000,Iceland,0.0%,IS,Free Trade Area Nation with China,,,,,,
,,,,0713509000,Costa Rica,0.0%,CR,Free Trade Area Nation with China,,,,,,
,,,,0713509000,Peru,0.0%,PE,Free Trade Area Nation with China,,,,,,
,,,,0713509000,Chile,0.0%,CL,Free Trade Area Nation with China,,,,,,
,,,,0713509000,Pakistan,4.0%,PK,Free Trade Area Nation with China,,,,,,
,,,,0713509000,Georgia,0.0%,GE,Free Trade Area Nation with China,,,,,,
,,,,0713509000,Hong Kong,0.0%,HK,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0713509000,Macao,0.0%,MO,CEPA-Closer Economic Partnership Arrangement,,,,,,
,,,,0713509000,Taiwan,,TW,"ECFA,-Economic Cooperation Framework Agreement",,,,,,
,,,,0713509000,LDCs Preferential Tariff,0.0%,LD,Least Developed Countries,,,,,,
,,,,0713509000,MFN Duty,7.0%,,Most-favored Nation,,,,,,
,,,,0713509000,"Note: If there is no duty rate indicated, mean this goods is not in the list of free trade agreements for that country,it is applicable to the most favored nation tariff rate.",,,,,,,,,
,,,,0713509000,,,,,Export Duty,0.0%,,China,,
,,,,0713509000,,,,,Interim Export Duty,,or.,China,,
,,,,0713509000,,,,,Export VAT,9.0%,,China,,
,,,,0713509000,,,,,Export VAT Rebate,9.0%,,China,,
,,,,0713509000,,,,,,,,,,
General Duty,0.0%,Non-MFN,"If export country is classified to multi-duty class, then the lowest import duty rate is Applicable.",0713601000,,,,,,,,,,
MFN Duty,0.0%,Most-favored Nation,,0713601000,,,,,,,,,,
MFN Interim Import Duty,,Annul Interim Duty for MFN,,0713601000,,,,,,,,,,
FTA Conventional Duty,00%~0.0%,FTA Conventional Duty Search,,0713601000,,,,,,,,,,
LDCs Preferential Duty,0.0%,Low Developed Country,,0713601000,,,,,,,,,,
Import Consumption Tax,0.0%,All Countries,,0713601000,,,,,,,,,,
Import VAT (Value-Added Tax),9.0%,All Countries,,0713601000,,,,,,,,,,
China additional retaliatory tariff on USA,0.0%,"China retaliatory tariff against the United States enforced on Sep.  2018, because of the trade conflict with the Trump administration.",-,0713601000,,,,,,,,,,
,,,,0713601000,Association of Southeast Asian Nations,,AS,"ASEAN: Indonesia, Malaysia, Philippines, Singapore, Thailand, Cambodia, Laos, Myanmar, Vietnam, Brunei",,,,,,
